cd_apolice,cd_cliente,dt_inicio_vigencia,dt_fim_vigencia,vl_cobertura,vl_franquia,placa
3804,11141,2023-04-03 01:40:12.000,2023-05-15 01:40:12.000,233312.00,70235.00,"DAS0224   "
3805,10420,2023-09-24 05:51:23.000,2023-12-31 05:51:23.000,400385.00,71759.00,"XGX6353   "
3806,8942,2024-05-06 05:58:12.000,2024-11-09 05:58:12.000,915831.00,54317.00,"XWN5776   "
3807,6844,2025-02-20 09:33:23.000,2025-08-11 09:33:23.000,704860.00,19961.00,"BFM3059   "
3808,3757,2023-06-20 00:34:20.000,2023-07-06 00:34:20.000,716428.00,24960.00,"BPT6717   "
3809,3464,2024-04-17 22:13:06.000,2025-03-22 22:13:06.000,832676.00,23971.00,"GWY0939   "
3810,3414,2023-08-06 06:37:05.000,2024-04-27 06:37:05.000,233938.00,94152.00,"WYE4837   "
3811,6685,2023-09-06 14:17:24.000,2024-02-01 14:17:24.000,865169.00,42164.00,"UNC6147   "
3812,5910,2023-08-28 05:24:52.000,2024-06-04 05:24:52.000,801220.00,51089.00,"XVK8716   "
3813,9388,2023-03-28 02:22:58.000,2023-04-20 02:22:58.000,676152.00,55978.00,"BHH6897   "
3814,5336,2024-07-26 11:16:48.000,2025-01-06 11:16:48.000,616086.00,88114.00,"BQG5388   "
3815,5195,2024-01-22 07:43:07.000,2024-09-29 07:43:07.000,411663.00,64143.00,"XKX7251   "
3816,5264,2024-06-07 18:42:02.000,2024-10-31 18:42:02.000,216866.00,84532.00,"ZPN7762   "
3817,14695,2024-07-02 21:35:06.000,2024-11-09 21:35:06.000,230747.00,25839.00,"RHL0909   "
3818,7050,2023-09-29 07:38:21.000,2024-03-15 07:38:21.000,535647.00,59930.00,"WHD3672   "
3819,4105,2023-07-21 11:10:45.000,2024-07-17 11:10:45.000,704992.00,62786.00,"DZT2291   "
3820,17225,2024-05-25 17:02:17.000,2024-08-10 17:02:17.000,730912.00,32370.00,"QOM0056   "
3821,18022,2025-01-02 20:48:57.000,2025-06-07 20:48:57.000,105999.00,62570.00,"XZH6830   "
3822,10136,2024-09-02 20:12:07.000,2025-07-07 20:12:07.000,651261.00,75234.00,"EFF5411   "
3823,11049,2024-10-17 11:22:18.000,2025-09-25 11:22:18.000,621250.00,99190.00,"SIF2729   "
3824,4628,2024-02-08 11:00:13.000,2024-05-25 11:00:13.000,750851.00,66727.00,"YZJ9035   "
3825,1842,2025-01-26 23:55:04.000,2025-11-11 23:55:04.000,124116.00,70760.00,"UYY9957   "
3826,14256,2024-01-03 00:45:25.000,2024-10-26 00:45:25.000,314726.00,88232.00,"KNP0008   "
3827,877,2023-10-13 03:21:48.000,2023-11-06 03:21:48.000,105972.00,84875.00,"VHJ0263   "
3828,17813,2024-12-26 05:54:43.000,2025-09-09 05:54:43.000,383656.00,86913.00,"OJU8841   "
3829,4142,2023-06-09 15:29:09.000,2023-12-13 15:29:09.000,628937.00,38311.00,"QQW0510   "
3830,10531,2024-11-29 18:23:08.000,2024-12-28 18:23:08.000,860975.00,35729.00,"XQY9420   "
3831,19630,2023-09-12 08:48:57.000,2024-03-25 08:48:57.000,107067.00,95173.00,"TJY9198   "
3832,11560,2024-03-25 00:10:22.000,2024-04-04 00:10:22.000,900513.00,28343.00,"XKO1515   "
3833,18091,2023-10-15 13:49:28.000,2023-10-27 13:49:28.000,211150.00,77898.00,"DCE2716   "
3834,19323,2023-08-29 11:32:50.000,2024-01-13 11:32:50.000,612991.00,80250.00,"WPP5053   "
3835,6733,2024-12-05 03:19:53.000,2025-01-13 03:19:53.000,688983.00,24686.00,"YTS6169   "
3836,2413,2024-06-18 09:37:12.000,2025-05-08 09:37:12.000,468498.00,35754.00,"WBM7251   "
3837,10473,2024-06-13 20:54:36.000,2025-06-13 20:54:36.000,874328.00,16528.00,"LVH4017   "
3838,16599,2023-05-18 09:25:10.000,2023-08-06 09:25:10.000,924026.00,62012.00,"GNB3116   "
3839,11025,2024-08-25 12:33:17.000,2024-09-13 12:33:17.000,143476.00,15542.00,"JNA6051   "
3840,17898,2025-02-05 14:29:18.000,2025-04-07 14:29:18.000,981067.00,86773.00,"QXC5412   "
3841,15221,2024-08-01 05:54:58.000,2025-03-22 05:54:58.000,686891.00,23980.00,"XSX2349   "
3842,450,2024-01-18 18:17:39.000,2025-01-15 18:17:39.000,928681.00,21837.00,"QAD4229   "
3843,12207,2023-07-17 10:27:14.000,2024-02-13 10:27:14.000,166337.00,36151.00,"IFE1025   "
3844,9481,2024-04-10 11:27:23.000,2024-07-07 11:27:23.000,631106.00,72694.00,"VCO9268   "
3845,354,2024-12-01 06:25:59.000,2025-08-12 06:25:59.000,862212.00,44564.00,"JDE4207   "
3846,1100,2024-08-28 21:44:30.000,2024-09-19 21:44:30.000,809454.00,27772.00,"FKK3234   "
3847,273,2024-01-08 11:08:04.000,2024-07-18 11:08:04.000,190985.00,54622.00,"FKR8073   "
3848,198,2024-02-06 12:08:56.000,2024-10-14 12:08:56.000,458540.00,94832.00,"ACD5811   "
3849,404,2024-01-26 11:59:54.000,2024-09-06 11:59:54.000,567484.00,31891.00,"QWN6961   "
3850,777,2024-10-18 04:02:45.000,2025-04-04 04:02:45.000,418651.00,51114.00,"VRP2150   "
3851,1729,2024-03-02 03:59:37.000,2024-06-03 03:59:37.000,587087.00,80439.00,"IFU5767   "
3852,12509,2023-12-19 06:20:12.000,2024-05-13 06:20:12.000,389995.00,54017.00,"AMZ8824   "
3853,9977,2023-08-08 23:52:18.000,2024-07-05 23:52:18.000,992465.00,29710.00,"ISR1948   "
3854,3347,2023-10-05 11:42:25.000,2024-07-07 11:42:25.000,915656.00,19030.00,"GKU9947   "
3855,17653,2024-07-23 14:31:37.000,2025-01-26 14:31:37.000,178555.00,59658.00,"OBJ9358   "
3856,12528,2025-02-21 10:44:59.000,2025-06-01 10:44:59.000,262729.00,20432.00,"TOB6612   "
3857,9786,2024-06-10 23:22:47.000,2024-12-09 23:22:47.000,601894.00,91942.00,"KTN4462   "
3858,4824,2023-04-24 20:18:07.000,2023-07-02 20:18:07.000,569567.00,92337.00,"ADG7879   "
3859,16031,2024-02-29 15:17:12.000,2024-05-19 15:17:12.000,101951.00,89638.00,"ULY7593   "
3860,12370,2024-03-11 07:23:26.000,2024-04-13 07:23:26.000,431370.00,17222.00,"MSN0065   "
3861,1673,2025-03-06 12:22:48.000,2025-06-28 12:22:48.000,564721.00,86170.00,"GGB5584   "
3862,9421,2023-04-06 10:50:53.000,2024-03-06 10:50:53.000,154622.00,50111.00,"KYC7035   "
3863,7144,2023-07-11 21:29:35.000,2024-04-30 21:29:35.000,633672.00,13268.00,"ABB3369   "
3864,14644,2023-12-25 14:25:32.000,2024-01-04 14:25:32.000,297556.00,32784.00,"SNX3181   "
3865,1086,2023-03-31 20:37:13.000,2023-10-14 20:37:13.000,169015.00,37368.00,"ZSE9459   "
3866,3483,2023-03-18 16:22:26.000,2023-06-25 16:22:26.000,778121.00,97365.00,"FFU2022   "
3867,6785,2023-12-20 20:30:13.000,2024-04-05 20:30:13.000,394700.00,64299.00,"TIX5195   "
3868,227,2024-10-13 11:06:30.000,2025-04-07 11:06:30.000,308999.00,54993.00,"UKK5883   "
3869,18760,2024-09-26 07:36:02.000,2025-08-22 07:36:02.000,838886.00,50377.00,"CRY4549   "
3870,576,2025-02-11 12:08:43.000,2025-05-08 12:08:43.000,902972.00,72017.00,"XJV1330   "
3871,14773,2024-10-31 04:04:26.000,2024-11-12 04:04:26.000,452945.00,71065.00,"NRR5758   "
3872,8879,2024-09-16 03:50:58.000,2025-01-17 03:50:58.000,680358.00,40534.00,"LMT7665   "
3873,18343,2024-03-29 11:50:20.000,2024-07-13 11:50:20.000,956120.00,41190.00,"FWQ3849   "
3874,17279,2025-02-24 09:39:58.000,2025-10-16 09:39:58.000,965329.00,83650.00,"QED2093   "
3875,13416,2023-10-14 12:36:18.000,2024-04-25 12:36:18.000,844592.00,11106.00,"QZU6934   "
3876,3213,2023-09-28 17:02:11.000,2024-02-15 17:02:11.000,472372.00,51344.00,"TOE5125   "
3877,15328,2023-12-04 16:08:52.000,2023-12-31 16:08:52.000,717924.00,47934.00,"TNB6038   "
3878,8469,2025-02-26 08:38:44.000,2025-07-06 08:38:44.000,154306.00,58249.00,"XQA2829   "
3879,8550,2023-11-25 15:02:16.000,2023-12-01 15:02:16.000,407738.00,46474.00,"UUU3213   "
3880,3884,2023-11-14 00:32:26.000,2023-12-30 00:32:26.000,138583.00,73230.00,"XDH3650   "
3881,11382,2024-02-26 12:16:03.000,2024-04-20 12:16:03.000,671237.00,96615.00,"CUG4412   "
3882,13523,2024-08-03 03:33:03.000,2025-04-02 03:33:03.000,674747.00,68068.00,"BJR7874   "
3883,4944,2023-05-12 20:01:54.000,2023-11-02 20:01:54.000,321371.00,39961.00,"FHT8014   "
3884,10913,2024-02-15 20:08:05.000,2024-06-11 20:08:05.000,612526.00,10785.00,"SKW9677   "
3885,19324,2023-12-15 22:02:55.000,2024-11-02 22:02:55.000,416801.00,81540.00,"YHK0041   "
3886,11232,2023-08-10 21:46:05.000,2024-06-25 21:46:05.000,332128.00,15071.00,"WFT6698   "
3887,1006,2023-10-18 14:26:50.000,2024-08-30 14:26:50.000,926016.00,88256.00,"CFT1157   "
3888,3731,2023-04-16 17:05:15.000,2023-10-14 17:05:15.000,850814.00,59431.00,"LOZ1018   "
3889,14328,2023-06-21 10:43:20.000,2023-07-17 10:43:20.000,720447.00,37006.00,"CVH4819   "
3890,2384,2025-02-23 16:16:59.000,2026-02-06 16:16:59.000,774994.00,40558.00,"JUL0362   "
3891,17312,2023-08-17 00:33:02.000,2024-01-01 00:33:02.000,159017.00,55711.00,"YET7430   "
3892,5173,2024-07-07 01:31:13.000,2025-01-20 01:31:13.000,257328.00,23359.00,"IPP0329   "
3893,15111,2024-03-11 07:09:34.000,2024-11-07 07:09:34.000,502812.00,90217.00,"JKM5364   "
3894,12657,2023-05-20 04:08:57.000,2023-10-02 04:08:57.000,375754.00,81838.00,"DCY0806   "
3895,10555,2023-04-26 08:09:09.000,2023-09-19 08:09:09.000,175156.00,10408.00,"FHH1780   "
3896,7020,2024-11-27 13:54:12.000,2025-01-24 13:54:12.000,829491.00,23161.00,"MQT2613   "
3897,7675,2024-04-05 02:23:18.000,2024-05-24 02:23:18.000,960815.00,83548.00,"AYE0521   "
3898,3064,2023-10-05 11:11:58.000,2024-08-01 11:11:58.000,584619.00,95790.00,"GHM7576   "
3899,11036,2024-12-05 15:23:58.000,2025-04-28 15:23:58.000,630347.00,80527.00,"JOW0191   "
3900,19520,2023-03-22 09:48:07.000,2024-03-19 09:48:07.000,210033.00,13298.00,"GJP4842   "
3901,19309,2023-04-03 04:54:05.000,2024-02-06 04:54:05.000,979445.00,11942.00,"ANV9624   "
3902,16188,2024-09-19 14:42:22.000,2025-04-06 14:42:22.000,762985.00,27323.00,"JKN5001   "
3903,15947,2023-06-12 14:37:54.000,2024-04-16 14:37:54.000,210962.00,18976.00,"BDB7205   "
3904,2446,2023-06-03 22:52:26.000,2024-04-22 22:52:26.000,977107.00,40175.00,"OWK2418   "
3905,4600,2024-12-06 09:44:26.000,2025-04-07 09:44:26.000,482577.00,57704.00,"DXQ4246   "
3906,5407,2023-10-09 23:09:24.000,2024-07-06 23:09:24.000,770539.00,82312.00,"OLO8151   "
3907,10319,2025-01-22 18:56:00.000,2025-11-26 18:56:00.000,492940.00,98231.00,"YCI5975   "
3908,7647,2023-05-24 11:10:33.000,2023-10-30 11:10:33.000,367212.00,68261.00,"EOK6698   "
3909,8965,2024-07-28 08:48:02.000,2024-11-20 08:48:02.000,453221.00,59756.00,"WDZ1251   "
3910,3439,2023-10-20 11:08:40.000,2024-05-09 11:08:40.000,639973.00,61162.00,"DKF3719   "
3911,43,2024-04-16 20:12:22.000,2024-08-18 20:12:22.000,761243.00,10387.00,"FHY5502   "
3912,18073,2024-08-24 14:55:08.000,2025-02-11 14:55:08.000,111735.00,73822.00,"AVS8257   "
3913,19387,2023-03-28 21:49:03.000,2024-02-03 21:49:03.000,979167.00,54949.00,"QRV9269   "
3914,18696,2023-12-14 10:37:13.000,2024-01-07 10:37:13.000,675425.00,42918.00,"QNA1746   "
3915,18727,2024-04-10 12:34:55.000,2024-12-03 12:34:55.000,997971.00,67772.00,"RAA4835   "
3916,13497,2024-09-06 22:25:12.000,2024-09-17 22:25:12.000,711201.00,68415.00,"STI5602   "
3917,17436,2023-07-27 04:13:48.000,2023-12-06 04:13:48.000,311794.00,92864.00,"UXF4694   "
3918,609,2024-05-11 07:17:49.000,2024-10-18 07:17:49.000,852953.00,51790.00,"CVT2494   "
3919,19067,2024-08-31 10:24:34.000,2025-01-31 10:24:34.000,703898.00,26395.00,"URR3931   "
3920,10300,2024-11-05 09:33:59.000,2025-11-03 09:33:59.000,300564.00,32506.00,"IVB9666   "
3921,7872,2023-07-02 08:49:08.000,2023-09-19 08:49:08.000,195888.00,64449.00,"FHI1374   "
3922,6119,2023-10-13 19:04:27.000,2023-10-21 19:04:27.000,165397.00,75812.00,"QRN2274   "
3923,3151,2023-07-31 00:00:24.000,2023-11-12 00:00:24.000,861447.00,90382.00,"YQY5188   "
3924,18420,2023-07-18 10:52:36.000,2023-10-15 10:52:36.000,948454.00,83640.00,"FFP6785   "
3925,6487,2023-12-12 21:17:57.000,2024-01-29 21:17:57.000,155322.00,44516.00,"ZDU5708   "
3926,16651,2024-04-11 11:52:11.000,2024-07-16 11:52:11.000,845385.00,22269.00,"ZFJ6975   "
3927,17301,2023-08-01 18:41:34.000,2024-01-27 18:41:34.000,286485.00,28476.00,"BEH7668   "
3928,8949,2024-06-13 04:18:38.000,2024-08-05 04:18:38.000,870166.00,88633.00,"VTD4228   "
3929,1829,2024-09-10 01:48:18.000,2025-08-22 01:48:18.000,348750.00,84865.00,"OIA7821   "
3930,15668,2023-04-14 00:38:44.000,2023-12-12 00:38:44.000,214501.00,25289.00,"KEJ7705   "
3931,1368,2024-03-07 19:21:59.000,2025-01-26 19:21:59.000,199922.00,96809.00,"RXX3733   "
3932,5547,2024-07-20 04:43:15.000,2025-05-21 04:43:15.000,449085.00,55039.00,"RIZ3049   "
3933,2829,2023-04-02 07:56:10.000,2023-05-15 07:56:10.000,477151.00,57955.00,"NVT9536   "
3934,3296,2023-07-23 08:22:16.000,2023-11-06 08:22:16.000,174833.00,20298.00,"CPU7211   "
3935,1534,2023-09-29 10:39:59.000,2024-05-20 10:39:59.000,395214.00,42271.00,"MTM6352   "
3936,17063,2023-08-24 15:56:03.000,2024-01-24 15:56:03.000,847089.00,63906.00,"VLM0354   "
3937,13441,2024-02-14 16:28:35.000,2024-05-17 16:28:35.000,784975.00,22948.00,"KFW8359   "
3938,11107,2024-12-31 00:33:32.000,2025-01-18 00:33:32.000,371887.00,23447.00,"ZNO3755   "
3939,7004,2023-08-16 03:22:33.000,2024-01-11 03:22:33.000,503958.00,88841.00,"JAL8381   "
3940,9735,2025-03-07 17:22:11.000,2025-07-30 17:22:11.000,879379.00,81558.00,"ARF4816   "
3941,16851,2023-07-07 09:25:45.000,2024-01-17 09:25:45.000,306340.00,80175.00,"XAQ8829   "
3942,15555,2024-01-29 22:16:13.000,2024-03-05 22:16:13.000,803110.00,58411.00,"UZA5960   "
3943,18596,2025-02-22 15:41:01.000,2025-07-28 15:41:01.000,328991.00,38044.00,"AOO3356   "
3944,18227,2024-06-07 05:42:59.000,2025-03-16 05:42:59.000,805571.00,67016.00,"YYK6004   "
3945,8717,2023-06-19 22:18:47.000,2023-07-17 22:18:47.000,937648.00,24288.00,"WRB8057   "
3946,9162,2024-02-28 17:52:31.000,2025-01-17 17:52:31.000,147725.00,51893.00,"FTJ1513   "
3947,17677,2024-04-12 05:43:37.000,2025-03-20 05:43:37.000,117742.00,11168.00,"LNI8082   "
3948,4390,2023-04-14 01:07:09.000,2023-05-15 01:07:09.000,679230.00,48883.00,"WSX5784   "
3949,1095,2023-04-13 00:56:35.000,2023-08-08 00:56:35.000,975980.00,66115.00,"OLY9704   "
3950,10819,2024-10-18 16:43:28.000,2025-02-02 16:43:28.000,498469.00,36327.00,"MYV8481   "
3951,13294,2023-06-16 08:08:37.000,2024-06-13 08:08:37.000,690955.00,90306.00,"KDQ3281   "
3952,5174,2024-02-28 08:40:47.000,2024-05-02 08:40:47.000,246247.00,63320.00,"BLJ1738   "
3953,13145,2023-05-07 11:20:06.000,2023-09-04 11:20:06.000,548932.00,31939.00,"JKG5094   "
3954,5317,2024-10-15 10:00:47.000,2025-09-28 10:00:47.000,743271.00,38468.00,"QOK3774   "
3955,13894,2024-09-06 21:08:02.000,2025-03-12 21:08:02.000,698443.00,55909.00,"HZU9216   "
3956,3621,2023-09-22 23:46:57.000,2024-06-19 23:46:57.000,285992.00,95859.00,"UWW1943   "
3957,8387,2024-09-16 11:20:36.000,2025-08-31 11:20:36.000,160735.00,18195.00,"YQM4170   "
3958,12092,2024-11-24 01:31:01.000,2025-01-31 01:31:01.000,798234.00,58478.00,"JVH7249   "
3959,16433,2024-11-10 20:37:13.000,2025-04-29 20:37:13.000,111948.00,43474.00,"ECP6059   "
3960,15415,2023-06-08 23:08:29.000,2024-05-01 23:08:29.000,341169.00,66408.00,"TNK6773   "
3961,13537,2023-12-21 17:48:18.000,2024-10-27 17:48:18.000,312714.00,21760.00,"KEN2613   "
3962,11067,2023-10-12 10:17:54.000,2024-05-16 10:17:54.000,351452.00,88188.00,"QOC0368   "
3963,20003,2023-03-31 16:00:48.000,2023-12-04 16:00:48.000,448376.00,27391.00,"EYC2839   "
3964,3035,2024-08-26 07:45:11.000,2024-11-19 07:45:11.000,491151.00,35371.00,"AXA6257   "
3965,1429,2023-07-09 18:00:12.000,2023-10-09 18:00:12.000,239147.00,39757.00,"FEZ4304   "
3966,10527,2023-12-29 00:40:15.000,2024-01-14 00:40:15.000,594483.00,40115.00,"ODH8448   "
3967,17789,2024-07-27 00:55:23.000,2024-08-17 00:55:23.000,685795.00,38776.00,"VGW1246   "
3968,15059,2024-03-07 17:55:21.000,2024-11-06 17:55:21.000,991762.00,12233.00,"QEC4695   "
3969,88,2023-06-17 08:06:04.000,2024-04-23 08:06:04.000,963382.00,61438.00,"CKF6951   "
3970,7332,2023-04-02 23:06:05.000,2023-05-11 23:06:05.000,658678.00,54746.00,"MRI1999   "
3971,15125,2023-09-15 09:57:34.000,2023-09-27 09:57:34.000,240670.00,62670.00,"EWT8654   "
3972,4064,2023-05-27 05:20:21.000,2023-10-11 05:20:21.000,377361.00,58886.00,"QNX5798   "
3973,15788,2024-01-04 06:04:11.000,2024-06-11 06:04:11.000,191141.00,22521.00,"ZMR7771   "
3974,6575,2023-06-10 18:58:40.000,2023-11-14 18:58:40.000,987802.00,14890.00,"DRQ8948   "
3975,12564,2023-05-28 01:00:38.000,2023-11-18 01:00:38.000,108468.00,21198.00,"JKX1314   "
3976,3960,2023-05-31 01:44:51.000,2023-10-06 01:44:51.000,226662.00,21717.00,"ZZP6801   "
3977,17493,2024-03-14 10:51:37.000,2024-06-30 10:51:37.000,889387.00,37109.00,"UYE0029   "
3978,15688,2025-01-03 17:15:44.000,2025-01-13 17:15:44.000,528900.00,69350.00,"CMF6182   "
3979,10143,2024-09-08 13:17:39.000,2025-03-28 13:17:39.000,108687.00,87355.00,"QNZ3479   "
3980,9582,2023-07-06 19:10:22.000,2023-08-11 19:10:22.000,966640.00,53790.00,"QQU4253   "
3981,10869,2023-05-31 13:35:43.000,2024-02-17 13:35:43.000,827797.00,62341.00,"DKL7244   "
3982,2208,2024-02-26 05:00:51.000,2024-10-28 05:00:51.000,114880.00,69323.00,"QLH9201   "
3983,9962,2024-11-27 13:05:48.000,2025-08-16 13:05:48.000,827001.00,92446.00,"YGQ1676   "
3984,6964,2024-08-07 04:31:21.000,2025-02-01 04:31:21.000,120291.00,66853.00,"XKN1896   "
3985,4021,2024-12-08 08:34:03.000,2025-08-28 08:34:03.000,825972.00,21093.00,"FZD1697   "
3986,7442,2024-09-24 10:41:04.000,2024-11-26 10:41:04.000,867098.00,21333.00,"FBW8791   "
3987,6748,2024-12-29 19:04:51.000,2025-10-16 19:04:51.000,718277.00,85441.00,"DCI9923   "
3988,15122,2024-10-19 11:40:37.000,2025-06-05 11:40:37.000,160982.00,62462.00,"YQZ9491   "
3989,14509,2024-01-31 01:27:27.000,2024-10-29 01:27:27.000,604765.00,68308.00,"RXJ6226   "
3990,5482,2024-12-17 05:19:55.000,2025-01-04 05:19:55.000,359150.00,46604.00,"FTC0782   "
3991,2749,2024-02-24 10:22:35.000,2024-03-04 10:22:35.000,144378.00,98765.00,"VRN4022   "
3992,7326,2023-07-22 01:06:35.000,2023-10-28 01:06:35.000,108295.00,69547.00,"IKT1125   "
3993,16251,2024-01-15 04:39:50.000,2024-11-27 04:39:50.000,416710.00,83959.00,"GSP5419   "
3994,1739,2023-08-31 12:06:15.000,2023-12-26 12:06:15.000,539956.00,83429.00,"DYE3906   "
3995,1423,2023-10-13 19:22:29.000,2023-10-19 19:22:29.000,841125.00,95456.00,"ZOG4858   "
3996,6455,2024-05-02 07:20:00.000,2025-01-30 07:20:00.000,322288.00,67824.00,"ZBM0668   "
3997,1970,2024-06-28 23:32:33.000,2024-12-26 23:32:33.000,177753.00,62356.00,"NDK9255   "
3998,2910,2023-06-13 10:22:22.000,2024-01-30 10:22:22.000,789803.00,19372.00,"XCA1076   "
3999,18235,2023-06-02 14:01:55.000,2023-07-07 14:01:55.000,898473.00,81102.00,"RCO5944   "
4000,9355,2024-11-11 02:22:21.000,2025-01-29 02:22:21.000,815104.00,77754.00,"NMJ8365   "
4001,506,2023-12-16 12:10:56.000,2024-11-02 12:10:56.000,751059.00,78319.00,"JXJ7567   "
4002,9843,2024-04-10 12:38:07.000,2024-10-09 12:38:07.000,529601.00,19160.00,"VGP8514   "
4003,10315,2024-07-07 21:36:54.000,2025-02-04 21:36:54.000,405934.00,98418.00,"WPJ2449   "
4004,13455,2023-08-15 17:22:23.000,2024-02-14 17:22:23.000,112409.00,23596.00,"HTW7273   "
4005,15122,2023-04-06 07:16:34.000,2023-11-27 07:16:34.000,735824.00,63747.00,"IQI9036   "
4006,15151,2023-09-28 10:40:44.000,2024-01-12 10:40:44.000,862535.00,99302.00,"TTW7689   "
4007,13663,2024-04-07 06:20:37.000,2024-04-27 06:20:37.000,106290.00,39713.00,"CXD7095   "
4008,7825,2023-08-16 11:26:37.000,2023-11-04 11:26:37.000,820684.00,50062.00,"XZZ4680   "
4009,18380,2023-09-04 05:12:16.000,2024-06-03 05:12:16.000,877904.00,79510.00,"UJV6893   "
4010,11322,2023-08-27 15:43:29.000,2023-10-07 15:43:29.000,153358.00,70144.00,"KAY4431   "
4011,14901,2024-04-26 19:38:58.000,2024-08-07 19:38:58.000,262511.00,29574.00,"NLZ4408   "
4012,14091,2023-08-16 21:24:09.000,2023-12-09 21:24:09.000,245976.00,79881.00,"FHI6045   "
4013,4896,2024-03-12 02:23:34.000,2024-12-13 02:23:34.000,409987.00,40002.00,"XIH6961   "
4014,6944,2023-12-02 23:03:42.000,2024-03-10 23:03:42.000,345506.00,78705.00,"DKY9257   "
4015,11360,2024-05-23 11:31:33.000,2024-10-20 11:31:33.000,721746.00,52233.00,"QDW5218   "
4016,17111,2024-01-04 23:01:18.000,2024-06-29 23:01:18.000,930033.00,14513.00,"CDI8458   "
4017,11520,2023-11-18 08:09:04.000,2023-12-22 08:09:04.000,992706.00,79357.00,"AOX1010   "
4018,6590,2023-05-12 09:24:47.000,2023-05-18 09:24:47.000,375390.00,29032.00,"SDA3440   "
4019,18243,2023-06-01 07:42:31.000,2023-08-07 07:42:31.000,131847.00,50513.00,"ABT2991   "
4020,6871,2024-12-17 19:16:45.000,2025-10-25 19:16:45.000,985778.00,24384.00,"NHU8874   "
4021,3978,2024-07-19 02:09:52.000,2025-07-09 02:09:52.000,291481.00,31466.00,"ATU4463   "
4022,14468,2023-12-04 06:26:44.000,2024-06-16 06:26:44.000,863065.00,65295.00,"LCG7824   "
4023,8237,2024-09-04 01:00:33.000,2025-07-20 01:00:33.000,812872.00,63578.00,"MAE0756   "
4024,13304,2023-06-23 22:58:07.000,2023-12-29 22:58:07.000,818133.00,20901.00,"EDM6978   "
4025,17126,2024-09-16 23:23:20.000,2025-08-29 23:23:20.000,129188.00,63812.00,"YFB1699   "
4026,6508,2024-06-25 12:36:48.000,2024-11-28 12:36:48.000,986770.00,17952.00,"PZU8612   "
4027,11398,2023-04-20 02:30:18.000,2023-10-24 02:30:18.000,102926.00,46200.00,"KTG8496   "
4028,13617,2024-07-23 14:15:01.000,2024-08-10 14:15:01.000,757572.00,24037.00,"GEY0132   "
4029,1428,2024-09-07 18:50:50.000,2025-08-15 18:50:50.000,929294.00,76317.00,"QMR9387   "
4030,2830,2023-05-08 07:33:24.000,2023-12-16 07:33:24.000,518570.00,97200.00,"OBB7575   "
4031,19867,2023-07-24 00:49:12.000,2023-08-30 00:49:12.000,643078.00,77083.00,"FJU3307   "
4032,12844,2024-09-25 04:10:40.000,2025-08-27 04:10:40.000,971580.00,56328.00,"UJP2869   "
4033,8225,2023-11-22 07:20:54.000,2024-02-12 07:20:54.000,698966.00,21749.00,"BLP1371   "
4034,10613,2024-10-03 19:51:10.000,2024-12-23 19:51:10.000,637348.00,75074.00,"OHN9110   "
4035,14642,2024-03-05 20:17:14.000,2024-03-09 20:17:14.000,458993.00,81985.00,"EPH1235   "
4036,11047,2025-02-21 20:07:20.000,2025-08-17 20:07:20.000,335755.00,38318.00,"DME7572   "
4037,13541,2024-10-21 03:10:38.000,2025-08-17 03:10:38.000,477655.00,92497.00,"VLB5864   "
4038,19267,2024-07-03 01:34:25.000,2024-09-24 01:34:25.000,729070.00,19953.00,"UIS4585   "
4039,15527,2025-01-28 15:20:16.000,2025-11-08 15:20:16.000,998544.00,26587.00,"DFP1191   "
4040,5959,2024-11-03 00:32:04.000,2025-07-14 00:32:04.000,175422.00,11726.00,"GCW3563   "
4041,15838,2023-09-24 04:39:51.000,2024-09-19 04:39:51.000,609317.00,20361.00,"QCO8542   "
4042,11822,2024-08-05 01:16:26.000,2025-02-24 01:16:26.000,969362.00,51023.00,"UKP3567   "
4043,7355,2023-06-03 14:52:28.000,2024-04-29 14:52:28.000,416861.00,88784.00,"GZH2726   "
4044,17731,2024-08-29 18:41:37.000,2025-07-23 18:41:37.000,121379.00,57848.00,"GTX3628   "
4045,8895,2023-06-22 22:03:36.000,2023-07-20 22:03:36.000,793078.00,23145.00,"TJF4141   "
4046,6564,2023-10-14 12:24:21.000,2023-10-30 12:24:21.000,611775.00,72253.00,"QSD4682   "
4047,16772,2025-02-02 06:58:55.000,2025-02-03 06:58:55.000,452026.00,36235.00,"CLQ5539   "
4048,8340,2023-12-28 14:38:35.000,2024-02-20 14:38:35.000,888685.00,15643.00,"NPR1753   "
4049,3136,2023-04-04 16:42:11.000,2023-08-11 16:42:11.000,544178.00,46732.00,"EQK1825   "
4050,1590,2023-09-22 12:42:15.000,2024-02-28 12:42:15.000,123114.00,55674.00,"VLY6031   "
4051,14878,2024-10-26 17:47:49.000,2025-06-08 17:47:49.000,878096.00,62428.00,"BHQ5244   "
4052,16120,2023-04-19 06:44:58.000,2024-03-28 06:44:58.000,882895.00,52355.00,"FJU3766   "
4053,10684,2025-01-16 15:24:07.000,2026-01-14 15:24:07.000,798536.00,51766.00,"STN1963   "
4054,13027,2024-03-06 18:54:49.000,2024-08-05 18:54:49.000,378700.00,53056.00,"EMF9665   "
4055,634,2024-06-27 17:40:03.000,2024-11-17 17:40:03.000,924998.00,57637.00,"BEA0468   "
4056,2062,2024-09-13 13:52:03.000,2025-03-20 13:52:03.000,615608.00,73231.00,"BIW4354   "
